source,reference,strategy,translation,total_log_probs,perplexity,bleu,meteor,comet_ref,comet_wmt22
周一，斯坦福大学医学院的科学家宣布，他们发明了一种可以将细胞按类型分类的新型诊断工具：一种可打印的微型芯片。这种芯片可以使用标准喷墨打印机制造，每片价格可能在一美分左右。,"On Monday, scientists from the Stanford University School of Medicine announced the invention of a new diagnostic tool that can sort cells by type: a tiny printable chip that can be manufactured using standard inkjet printers for possibly about one U.S. cent each.",greedy,"On Monday, Stanford University School of Medicine scientists announced that they have invented a new diagnostic tool that can sort cells by type: a microchip that can be printed using standard inkjet printers and that costs about one cent.",-16.65625,1.4479357028794972,41.47593028419244,0.7235678481919083,0.8754674196243286,0.8326718807220459
主要研究人员表示，这可以让低收入国家/地区的患者尽早发现癌症、肺结核、艾滋病和疟疾。在这些国家/地区，乳腺癌等疾病的生存率可能仅为富裕国家的一半。,"Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.",greedy,"The main researchers say this can help early detection of cancer, tuberculosis, HIV and malaria in low-income countries, where survival rates for breast cancer are half those of richer countries.",-15.734375,1.5129516834096854,49.98658639165338,0.8058375634517766,0.8932135701179504,0.8533806800842285
当地时间上午 9:30 左右 (UTC 0230)，JAS 39C 鹰狮战斗机撞上跑道并发生爆炸，导致机场关闭，商业航班无法正常起降。,"The JAS 39C Gripen crashed onto a runway at around 9:30 am local time (0230 UTC) and exploded, closing the airport to commercial flights.",greedy,"At approximately 9:30 a.m. local time (0230 UTC) JAS 39C Gripen crashed into the runway and exploded, causing the airport to close, and commercial flights to be canceled.",-13.9921875,1.3647039245253856,29.245717724700604,0.7585282651072125,0.873295247554779,0.8455411195755005
涉事飞行员是空军中队长迪罗里·帕塔维 (Dilokrit Pattavee)。,The pilot was identified as Squadron Leader Dilokrit Pattavee.,greedy,The pilot involved is Squadron Leader Dilokrit Pattavee.,-2.14453125,1.1434307844896339,45.93613320783059,0.6988249845392702,0.8860943913459778,0.8239242434501648
当地媒体报道，一辆机场消防车在响应火警时翻了车。,Local media reports an airport fire vehicle rolled over while responding.,greedy,Local media report that a fire vehicle rolled over while responding to the fire.,-7.2578125,1.5739891886321675,37.5022891676693,0.7869918699186992,0.8858126401901245,0.7993167042732239
三个赛季前，28岁的比达尔（Vidal）从塞维利亚队加盟巴萨。,"28-year-old Vidal had joined Barça three seasons ago, from Sevilla.",greedy,"Three seasons ago, 28-year-old Vidal joined Barça from Sevilla.",-2.763671875,1.2368776059203543,35.81345475522872,0.9021459823598861,0.9302594065666199,0.8641095757484436
自从转会到加泰罗尼亚的首府球队，维达尔已经为俱乐部踢了 49 场比赛。,"Since moving to the Catalan-capital, Vidal had played 49 games for the club.",greedy,"Since moving to the Catalan capital, Vidal has played 49 games for the club.",-3.34765625,1.2176477890068063,56.81096832337496,0.8556369763705475,0.9370524287223816,0.860061526298523
抗议活动于当地时间 11:00 (UTC+1) 左右在白厅 (Whitehall) 开始，白厅对面是首相官邸唐宁街的入口处，由警察看守。,"The protest started around 11:00 local time (UTC+1) on Whitehall opposite the police-guarded entrance to Downing Street, the Prime Minister's official residence.",greedy,"Protest started at 11:00 local time (UTC+1) in Whitehall, opposite the entrance to Downing Street, guarded by police.",-7.58984375,1.3113614183493085,45.323273909631126,0.6167885110700627,0.8796336054801941,0.8242965936660767
11 点刚过，抗议者便堵住了白厅北行车道的交通。,"Just after 11:00, protesters blocked traffic on the northbound carriage in Whitehall.",greedy,"At 11:11, protesters blocked traffic on Whitehall North.",-6.359375,1.6309826603910098,27.82095306497951,0.4944477791116447,0.8650047183036804,0.8473747372627258
11 点 20 分，警察要求抗议者退回到人行道，并告知抗议者，在行使抗议权利时，务必考虑到越来越拥堵的公共交通问题。,"At 11:20, the police asked the protesters to move back on to the pavement, stating that they needed to balance the right to protest with the traffic building up.",greedy,"At 11:20, the police asked protesters to return to the pavement, and told them that they had to take into account the growing traffic problems.",-16.90625,1.7252343618997767,31.838084190202093,0.4994066455696203,0.8773461580276489,0.8215614557266235
