source,reference,strategy,translation,total_log_probs,perplexity,bleu,meteor,comet_ref,comet_wmt22
"Des scientifiques de l’école de médecine de l’université de Stanford ont annoncé ce lundi la création d'un nouvel outil de diagnostic, qui permettrait de différencier les cellules en fonction de leur type. Il s'agit d'une petit puce imprimable, qui peut être produite au moyen d'une imprimante à jet d'encre standard, pour un coût d'environ un cent de dollar pièce.","On Monday, scientists from the Stanford University School of Medicine announced the invention of a new diagnostic tool that can sort cells by type: a tiny printable chip that can be manufactured using standard inkjet printers for possibly about one U.S. cent each.",greedy,"A Stanford University medical school professor announced Monday the creation of a new diagnostic tool, which could be used to distinguish cells based on their type. This is a small chip that can be printed on a standard printer, for a cost of about a cent of dollar, and can be made at a relatively low cost.",-43.625,1.9986267454736641,12.355418259805452,0.4365801017196415,0.8064460158348083,0.8196797966957092
"Selon les chercheurs principaux, cela pourrait permettre une détection précoce du cancer, de la tuberculose, du VIH et du paludisme chez les patients des pays à faible revenu, où le taux de survie à des maladies telles que le cancer du sein peut être deux fois moins élevé que dans les pays riches.","Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.",greedy,"According to the main researchers, this could help to detect early cancer, tuberculosis, HIV and malaria in low-income countries where the survival rate of breast cancer patients in low-income countries is two times less than in rich countries.",-19.953125,1.5288786748736418,26.107435274093802,0.5546171747572154,0.8439114689826965,0.8377593755722046
"Le JAS 39C Gripen s’est écrasé sur une piste autour de 9 h 30 heure locale (0230 UTC) et a explosé, provoquant la fermeture de l’aéroport aux vols commerciaux.","The JAS 39C Gripen crashed onto a runway at around 9:30 am local time (0230 UTC) and exploded, closing the airport to commercial flights.",greedy,"The JAS 39C Gripen crashed into a runway around 9:30 a.m. local time (0230 UTC) and exploded, causing the closure of the commercial airport to flights.",-12.7109375,1.374064914376969,44.78315454797505,0.8286236702127658,0.8990575075149536,0.8647567629814148
Le pilote a été identifié comme étant le chef d’escadron Dilokrit Pattavee.,The pilot was identified as Squadron Leader Dilokrit Pattavee.,greedy,The pilot was identified as Dilokrit Pattavee.,-1.681640625,1.127628987858879,53.849523560640826,0.8099489795918368,0.8758133053779602,0.7175650596618652
La presse locale a rapporté qu'un véhicule de lutte contre l'incendie de l'aéroport a fait des tonneaux en portant secours.,Local media reports an airport fire vehicle rolled over while responding.,greedy,Local media reported a fire vehicle was involved in the rescue of the airport.,-11.75,2.0841789734955687,8.225964699966553,0.5160112825618052,0.7771707773208618,0.6357620358467102
"Vidal, 28 ans, avait rejoint le Barça il y a trois saisons, en provenance de Séville.","28-year-old Vidal had joined Barça three seasons ago, from Sevilla.",greedy,"Vidal, 28, joined Barça three seasons ago, from Sevilla.",-3.57421875,1.2908505462522704,63.0806851723783,0.8231404958677685,0.935105562210083,0.8854365944862366
"Depuis son arrivée dans la capitale catalane, Vidal a joué 49 matchs pour le club.","Since moving to the Catalan-capital, Vidal had played 49 games for the club.",greedy,Vidal has played 49 matches for Barcelona since his arrival in the Catalan capital.,-4.9765625,1.3648372029006424,6.917184228205474,0.3197278911564626,0.8800589442253113,0.8838278651237488
"La manifestation a commencé vers 11 h heure locale (UTC+1) sur Whitehall, en face de l'entrée gardée par la police de Downing Street, la résidence officielle du Premier ministre.","The protest started around 11:00 local time (UTC+1) on Whitehall opposite the police-guarded entrance to Downing Street, the Prime Minister's official residence.",greedy,"The protest started at 11.00 local time (UTC+1) in Whitehall, in front of the entrance guarded by the police of Downing Street, the official residence of Prime Minister.",-15.8203125,1.4851381711919667,29.92694690475121,0.6793478260869564,0.882376492023468,0.8555258512496948
"À Whitehall, peu après 11 h 00, des manifestants ont bloqué la circulation des véhicules en direction du nord.","Just after 11:00, protesters blocked traffic on the northbound carriage in Whitehall.",greedy,"At Whitehall, shortly after 11.00, protesters blocked the northbound carriageway.",-8.125,1.5336209586245733,12.910533446370268,0.505283273381295,0.8877437710762024,0.845561683177948
"À 11 h 20, la police a demandé aux manifestants de retourner sur le trottoir, déclarant qu’ils devaient trouver un équilibre entre le droit de manifester et l’augmentation de la circulation.","At 11:20, the police asked the protesters to move back on to the pavement, stating that they needed to balance the right to protest with the traffic building up.",greedy,"At 11:20, the police asked protesters to turn back on the street, saying they had to find a balance between the right to protest and the increase in traffic.",-12.8671875,1.4600149730428669,33.38353319872827,0.6190630907372401,0.8996025919914246,0.8583282232284546
"A 11 h 29, la manifestation s'est déplacée vers Whitehall, devant Trafalgar Square, le long du Strand, en passant par Aldwych et en remontant Kingsway vers Holborn, où le Parti Conservateur tenait son Forum de printemps à l'hôtel Grand Connaught Rooms.","Around 11:29, the protest moved up Whitehall, past Trafalgar Square, along the Strand, passing by Aldwych and up Kingsway towards Holborn where the Conservative Party were holding their Spring Forum in the Grand Connaught Rooms hotel.",greedy,"At 11:29, the demonstration moved to Whitehall, along the Strand, to Trafalgar Square, over Aldwych and back to Holborn, where the Conservatives held their Spring Forum at the Grand Connaught Rooms.",-23.21875,1.591019490894549,30.33674662326234,0.6366398160249321,0.8391515016555786,0.8035938739776611
Le score de Nadal en confrontations directes face au Canadien est de 7-2.,Nadal's head to head record against the Canadian is 7–2.,greedy,The score of Nadal in direct confrontations against the Canadian is 7-2.,-5.0234375,1.368841612363513,17.395797375642235,0.5245403946702648,0.8293502330780029,0.8432518243789673
Il a récemment perdu un match contre Raonic durant l'Open de Brisbane.,He recently lost against Raonic in the Brisbane Open.,greedy,He recently lost a match against Raonic during the Brisbane Open.,-1.6767578125,1.1272357706546978,34.172334076593074,0.866013071895425,0.9272298216819763,0.8810656666755676
"Nadal a amassé 88 % de points nets dans le match, remportant 76 points au premier service.",Nadal bagged 88% net points in the match winning 76 points in the first serve.,greedy,"Nadal netted 88 % of points in the match, winning 76 points in the first serve.",-7.1875,1.4324338635650782,57.30574043798692,0.9213952850877193,0.9202637076377869,0.8202913999557495
"Après le match, le roi de la terre battue a déclaré : « Je suis tout simplement ravi d'être de retour pour les phases finales des événements les plus importants. Je suis ici pour essayer de gagner ».","After the match, King of Clay said, ""I am just excited about being back in the final rounds of the most important events. I am here to try to win this.""",greedy,"After the match, the King of the Baseball said, ""I'm just so happy to be back for the most important events in the game. I'm here to try to win.""",-20.609375,1.7454460431912149,30.001841082032065,0.6967001760272843,0.8304117321968079,0.8020626902580261
"Les « Panama Papers » est une expression générique désignant environ dix millions de documents provenant du cabinet d'avocats panaméen Mossack Fonseca, et qui ont filtré dans la presse au printemps 2016.","""Panama Papers"" is an umbrella term for roughly ten million documents from Panamanian law firm Mossack Fonseca, leaked to the press in spring 2016.",greedy,"The ""Panama Papers"""" is a generic term for about 10 million documents from the Panama Papers, and which leaked in the media in April 2016.",-19.125,1.8178532101432967,15.54434920148101,0.5414856806301994,0.7491995692253113,0.7348983287811279
Les documents montrent que 14 banques ont aidé des clients fortunés à cacher des milliards de dollars américains de richesse pour éviter les impôts et autres réglementations.,The documents showed fourteen banks helped wealthy clients hide billions of US dollars of wealth to avoid taxes and other regulations.,greedy,Documents show that 14 banks helped wealthy clients hide billions of dollars of wealth to avoid taxes and other regulations.,-5.03125,1.2569563227869076,67.68142839068844,0.911700913242009,0.9341886043548584,0.8687245845794678
