source,reference,strategy,translation,total_log_probs,perplexity,bleu,meteor,comet_ref,comet_wmt22
"Des scientifiques de l’école de médecine de l’université de Stanford ont annoncé ce lundi la création d'un nouvel outil de diagnostic, qui permettrait de différencier les cellules en fonction de leur type. Il s'agit d'une petit puce imprimable, qui peut être produite au moyen d'une imprimante à jet d'encre standard, pour un coût d'environ un cent de dollar pièce.","On Monday, scientists from the Stanford University School of Medicine announced the invention of a new diagnostic tool that can sort cells by type: a tiny printable chip that can be manufactured using standard inkjet printers for possibly about one U.S. cent each.",greedy,"A group of Stanford scientists announced Monday that they have created a new diagnostic tool, which could be used to distinguish between cells based on their type. It is a small printer that can be produced using a standard printer, for a cost of about one cent per piece.",-34.875,1.9075760137812399,9.033511772141045,0.4217739827225116,0.8069701790809631,0.8090658187866211
"Selon les chercheurs principaux, cela pourrait permettre une détection précoce du cancer, de la tuberculose, du VIH et du paludisme chez les patients des pays à faible revenu, où le taux de survie à des maladies telles que le cancer du sein peut être deux fois moins élevé que dans les pays riches.","Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.",greedy,"According to the principal investigators, this could help early detection of cancer, tuberculosis, HIV and malaria in low-income countries, where the survival rate for breast cancer is twice as low as in high-income countries.",-18.65625,1.528070275976869,40.82793162796978,0.6538121710311444,0.864812433719635,0.8583969473838806
"Le JAS 39C Gripen s’est écrasé sur une piste autour de 9 h 30 heure locale (0230 UTC) et a explosé, provoquant la fermeture de l’aéroport aux vols commerciaux.","The JAS 39C Gripen crashed onto a runway at around 9:30 am local time (0230 UTC) and exploded, closing the airport to commercial flights.",greedy,"The JAS 39C Gripen crashed on a runway around 9:30 a.m. local time (0230 UTC) and exploded, causing the airport to be closed to commercial flights.",-12.609375,1.3705805031212386,50.526388323083374,0.8767943262411348,0.9145485758781433,0.8796396851539612
Le pilote a été identifié comme étant le chef d’escadron Dilokrit Pattavee.,The pilot was identified as Squadron Leader Dilokrit Pattavee.,greedy,The pilot was identified as Dilokrit Pattavee.,-2.0234375,1.1554978037059165,53.849523560640826,0.8099489795918368,0.8758133053779602,0.7175650596618652
La presse locale a rapporté qu'un véhicule de lutte contre l'incendie de l'aéroport a fait des tonneaux en portant secours.,Local media reports an airport fire vehicle rolled over while responding.,greedy,The local press reported that a fire truck was helping to extinguish an airport fire.,-11.3828125,1.882081739028096,9.78237574896145,0.41218637992831536,0.7748384475708008,0.680065929889679
"Vidal, 28 ans, avait rejoint le Barça il y a trois saisons, en provenance de Séville.","28-year-old Vidal had joined Barça three seasons ago, from Sevilla.",greedy,"Vidal, 28, joined Barça in the summer of 2013 from Sevilla.",-6.21875,1.5137398843209642,14.949751774990684,0.5202408832385413,0.8777170777320862,0.866328239440918
"Depuis son arrivée dans la capitale catalane, Vidal a joué 49 matchs pour le club.","Since moving to the Catalan-capital, Vidal had played 49 games for the club.",greedy,Vidal has played 49 matches for the club since his arrival in Barcelona.,-6.859375,1.5797895890235272,13.46216659120865,0.47137164429530204,0.8544233441352844,0.8845328092575073
"La manifestation a commencé vers 11 h heure locale (UTC+1) sur Whitehall, en face de l'entrée gardée par la police de Downing Street, la résidence officielle du Premier ministre.","The protest started around 11:00 local time (UTC+1) on Whitehall opposite the police-guarded entrance to Downing Street, the Prime Minister's official residence.",greedy,"The demonstration started at 11 a.m. local time (UTC+1) on Whitehall, in front of the entrance guarded by the police of Downing Street, the official residence of Prime Minister Boris Johnson.",-14.875,1.4022361071533707,28.761604244499797,0.6841845878136201,0.854799211025238,0.7834994196891785
"À Whitehall, peu après 11 h 00, des manifestants ont bloqué la circulation des véhicules en direction du nord.","Just after 11:00, protesters blocked traffic on the northbound carriage in Whitehall.",greedy,"At Whitehall, shortly after 11.00 p.m., protesters blocked the northbound traffic.",-9.0390625,1.5379210665373324,12.39899236095509,0.5476190476190477,0.8607818484306335,0.8661053776741028
"À 11 h 20, la police a demandé aux manifestants de retourner sur le trottoir, déclarant qu’ils devaient trouver un équilibre entre le droit de manifester et l’augmentation de la circulation.","At 11:20, the police asked the protesters to move back on to the pavement, stating that they needed to balance the right to protest with the traffic building up.",greedy,"At 11 h 20, police asked protesters to return to the street, saying they needed to balance the right to protest with the increase in traffic.",-15.5546875,1.6259365437417477,35.494358412955506,0.6702492374273274,0.8981993794441223,0.8705304861068726
"A 11 h 29, la manifestation s'est déplacée vers Whitehall, devant Trafalgar Square, le long du Strand, en passant par Aldwych et en remontant Kingsway vers Holborn, où le Parti Conservateur tenait son Forum de printemps à l'hôtel Grand Connaught Rooms.","Around 11:29, the protest moved up Whitehall, past Trafalgar Square, along the Strand, passing by Aldwych and up Kingsway towards Holborn where the Conservative Party were holding their Spring Forum in the Grand Connaught Rooms hotel.",greedy,"At 11.29 p.m., the demonstration moved to Whitehall, near Trafalgar Square, along the Strand, up Kingsway, and down Holborn, where the Conservatives held their spring meeting at the hotel Grand Connaught Rooms.",-23.046875,1.5323369394166846,22.217917148393948,0.5951130452180873,0.8082372546195984,0.8255523443222046
Le score de Nadal en confrontations directes face au Canadien est de 7-2.,Nadal's head to head record against the Canadian is 7–2.,greedy,Nadal's score in direct confrontations with the Canadian is 7-2.,-8.5,1.7623826407286585,13.065113298388567,0.5289115646258503,0.8576829433441162,0.8666514158248901
Il a récemment perdu un match contre Raonic durant l'Open de Brisbane.,He recently lost against Raonic in the Brisbane Open.,greedy,He recently lost a match against Raonic at the Brisbane Open.,-4.25390625,1.3550663859174887,34.172334076593074,0.866013071895425,0.924554169178009,0.8828065991401672
"Nadal a amassé 88 % de points nets dans le match, remportant 76 points au premier service.",Nadal bagged 88% net points in the match winning 76 points in the first serve.,greedy,"Nadal has amassed 88 percent of net points in the match, winning 76 points in the first serve.",-6.91015625,1.3504550045696764,54.68017145144114,0.8588310854206807,0.9060158133506775,0.8371769189834595
"Après le match, le roi de la terre battue a déclaré : « Je suis tout simplement ravi d'être de retour pour les phases finales des événements les plus importants. Je suis ici pour essayer de gagner ».","After the match, King of Clay said, ""I am just excited about being back in the final rounds of the most important events. I am here to try to win this.""",greedy,"After the match, the king of the tennis court said, ""I am simply delighted to be back for the most important finals. I am here to try to win.""",-17.65625,1.6560980873728333,40.66786650333758,0.7309228039041703,0.8458609580993652,0.8307088613510132
"Les « Panama Papers » est une expression générique désignant environ dix millions de documents provenant du cabinet d'avocats panaméen Mossack Fonseca, et qui ont filtré dans la presse au printemps 2016.","""Panama Papers"" is an umbrella term for roughly ten million documents from Panamanian law firm Mossack Fonseca, leaked to the press in spring 2016.",greedy,"The ""Panama Papers"" is a generic term for about 10 million documents from the Mossack Fonseca firm, and which were published in the press in spring 2016.",-18.921875,1.7446007541508555,34.25694184213202,0.7283078131134669,0.853428840637207,0.8509583473205566
Les documents montrent que 14 banques ont aidé des clients fortunés à cacher des milliards de dollars américains de richesse pour éviter les impôts et autres réglementations.,The documents showed fourteen banks helped wealthy clients hide billions of US dollars of wealth to avoid taxes and other regulations.,greedy,The documents show that 14 banks helped wealthy clients hide billions of dollars of wealth from taxes and other regulations.,-6.30859375,1.3320968255939718,51.19139560355036,0.863532298663024,0.9282942414283752,0.8612405061721802
Le journal britannique The Guardian a suggéré que la Deutsche Bank contrôlait environ un tiers des 1200 sociétés écrans utilisées à cette fin.,British newspaper The Guardian suggested Deutsche Bank controlled roughly a third of the 1200 shell companies used to accomplish this.,greedy,The Guardian suggested that Deutsche Bank controlled about a third of the 1200 screens used to do so.,-9.203125,1.584321515892485,30.706383888915393,0.6577462715855573,0.7762807011604309,0.7316585183143616
"Des manifestations ont eu lieu un peu partout dans le monde, il y a eu plusieurs poursuites pénales, et les dirigeants des gouvernements islandais et pakistanais ont tous deux démissionné.","There were protests worldwide, several criminal prosecutions, and the leaders of the governments of Iceland and Pakistan both resigned.",greedy,"There were protests in many parts of the world, and several criminal cases were filed, and the island leaders of Iceland and Pakistan both resigned.",-19.390625,1.9085698017315644,34.44331615863198,0.7591375971367637,0.8689723610877991,0.8089569807052612
"Né à Hong Kong, Ma a étudié à l'université de New York et à la faculté de droit de Harvard et a déjà été titulaire d'une « carte verte », la carte de résident permanent des États-Unis.","Born in Hong Kong, Ma studied at New York University and Harvard Law School and once held an American permanent resident ""green card"".",greedy,"Ma has studied at New York University and Harvard Law School and has already been granted a green card, the permanent resident card of the United States.",-11.265625,1.455749420026755,36.815789911775816,0.6031828821493995,0.8405317068099976,0.8290697336196899
Hsieh a laissé entendre pendant les élections que Ma pourrait fuir le pays à l'occasion d'une crise.,Hsieh implied during the election that Ma might flee the country during a time of crisis.,greedy,Hsieh said during the elections that Ma could leave the country during a crisis.,-7.59375,1.5631314929546887,22.049643827390863,0.7010582010582012,0.8406028747558594,0.8543508052825928
Hsieh a également affirmé que le très photogénique Ma offrait plus de style que de véritables idées.,Hsieh also argued that the photogenic Ma was more style than substance.,greedy,Hsieh also said that the very photogenic Ma was more stylish than real ideas.,-10.0625,1.6982618097880977,23.505204106959592,0.7102272727272727,0.770710289478302,0.7840048670768738
"Malgré ces accusations, Ma a gagné haut la main sur une plateforme prônant des liens plus étroits avec la Chine continentale.","Despite these accusations, Ma won handily on a platform advocating closer ties with the Chinese mainland.",greedy,"Despite these accusations, Ma has won the prize for having a more direct relationship with the mainland China.",-19.828125,2.5707467697113753,23.08087288583725,0.555353737171919,0.8342707753181458,0.705251932144165
Le joueur du jour est Alex Ovechkin des Washington Capitals.,Today's Player of the Day is Alex Ovechkin of the Washington Capitals.,greedy,The game's player of the day is Alex Ovechkin of the Washington Capitals.,-5.015625,1.3021024966558987,56.220082765903776,0.9217759872424357,0.888177216053009,0.8502826690673828
"Il a marqué 2 buts et fait 2 passes décisives durant le match contre les Atlanta Trashers, remporté 5-3 par Washington.",He had 2 goals and 2 assists in Washington's 5-3 win over the Atlanta Thrashers.,greedy,"He scored 2 goals and made 2 saves during the game against Atlanta Trashers, which won 5-3 by Washington.",-9.2421875,1.4472822682790458,11.995358092497224,0.45905766125201847,0.7864519357681274,0.8134733438491821
La première passe décisive d’Ovechkin dans la soirée a été en faveur du but gagnant du bleu Nicklas Backstrom ;,Ovechkin's first assist of the night was on the game-winning goal by rookie Nicklas Backstrom;,greedy,The first goal of Ovechkin in the night came in the second half to help the Blue Nicklas Backstrom win.,-20.140625,2.1698096028415557,6.108557268562174,0.3652298850574713,0.717786967754364,0.7018897533416748
"Son deuxième but de la soirée était son 60e de la saison, devenant ainsi le premier joueur à marquer 60 buts ou plus en une saison depuis 1995-96, date à laquelle Jaromir Jagr et Mario Lemieux ont chacun atteint ce chiffre.","his second goal of the night was his 60th of the season, becoming the first player to score 60 or more goals in a season since 1995-96, when Jaromir Jagr and Mario Lemieux each reached that milestone.",greedy,"His second goal of the night was his 60th of the season, becoming the first player to score 60 goals or more in a season since 1995-96, when Jaromir Jagr and Mario Lemieux both reached this mark.",-10.9921875,1.26348822668746,77.15861045905773,0.923027757487217,0.9191855788230896,0.8846935033798218
"En 2008, Batten a été classé 190e sur la liste des 400 Américains les plus riches, avec une fortune estimée à 2,3 milliards de dollars.",Batten was ranked 190th on the 2008 400 Richest Americans list with an estimated fortune of $2.3 billion.,greedy,"In 2008, Batten was ranked 190th on the list of the 400 most powerful Americans, with a fortune estimated at $2.3 billion.",-10.65625,1.4264778062033725,31.327830823908577,0.7740770705981063,0.9197579622268677,0.8725374937057495
Il est diplômé du Collège des arts et sciences de l’Université de Virginie depuis 1950 et a été un donateur important de cette institution.,He graduated from the College of Arts & Sciences of the University of Virginia in 1950 and was a significant donor to that institution.,greedy,He is a graduate of the College of Arts and Sciences of Virginia from 1950 and has been a significant donor to this institution.,-11.2890625,1.5437194188381858,26.87592079380008,0.6382825484764543,0.8954215049743652,0.8517516255378723
La prison d’Abu Ghraib en Irak a été incendiée lors d’une émeute.,Iraq's Abu Ghraib prison has been set alight during a riot.,greedy,The Abu Ghraib prison in Iraq was set on fire during an uprising.,-6.68359375,1.4215788101394022,12.571192676522521,0.43698395388689826,0.9105042219161987,0.8936581611633301
Cette prison est devenue tristement célèbre après que des maltraitances sur les prisonniers aient été constatées suite à sa reprise par les forces américaines.,The jail became notorious after prisoner abuse was discovered there after US forces took over.,greedy,This prison has become notorious after the US forces took over it.,-11.8984375,2.210523060901819,18.975615964312304,0.4883227176220807,0.8431372046470642,0.8507407903671265
"Piquet Jr. s'est écrasé lors du Grand Prix de Singapour de 2008, tout juste après un arrêt aux stands de Fernando Alonso, forçant la sortie de la voiture de sécurité.","Piquet Jr. crashed in the 2008 Singapore Grand Prix just after an early pit stop for Fernando Alonso, bringing out the safety car.",greedy,"Piquet Jr. crashed in the 2008 Singapore Grand Prix, just after Fernando Alonso stopped the car in the stands.",-13.4296875,1.7499204197974962,41.79691983161771,0.6482108802569508,0.7962089776992798,0.6904998421669006
"Alonso a profité que les voitures positionnées devant se sont arrêtées pour faire le plein de carburant durant la présence de la safety car, pour remonter le peloton et remporter la victoire.","As the cars ahead of Alonso went in for fuel under the safety car, he moved up the pack to take victory.",greedy,"Alonso took advantage of the cars positioned behind stopping to fill up during the safety car presence, to move up the field and win the race.",-20.515625,2.0287814559739075,8.359764098433711,0.41466302367941715,0.7265639305114746,0.8196515440940857
Piquet Jr. a été limogé après le Grand Prix de Hongrie 2009.,Piquet Jr. was sacked after the 2009 Hungarian Grand Prix.,greedy,Piquet Jr. was fired after the Hungarian Grand Prix of 2009.,-4.16796875,1.320307393476666,32.774568052975916,0.9671655126200581,0.9194151759147644,0.8643166422843933
